ISBN,Book-Title,Book-Author,Year-Of-Publication,Book-Publisher
0440507162,The Nitpickers Guide for Next Generation Trekkers,Phil Farrand,1995,Bantam Dell Pub Group
0060280921,Abarat,Clive Barker,2002,Joanna Cotler
1565924924,"HTML : The Definitive Guide, 3rd Edition",Chuck Musciano,1998,O'Reilly
0380977273,Something Wicked This Way Comes,Ray Bradbury,1999,Eos
039453512X,The Demon-Haunted World: Science As a Candle in the Dark,Carl Sagan,1996,Random House
089804801X,Fart Proudly,Benjamin Franklin,1990,Enthea Press
0060234970,The Magician's Nephew (rpkg) (Narnia),C. S. Lewis,1994,HarperCollins
0385478046,The Rants,Dennis Miller,1996,Bantam Dell Pub Group
039548930X,"The Return of the King (The Lord of the Rings, Part 3)",J. R. R. Tolkien,1988,Houghton Mifflin Company
0395489318,"The Fellowship of the Ring (The Lord of the Rings, Part 1)",J. R. R. Tolkien,1988,Houghton Mifflin Company
0836217373,Clues For The Clueless,Scott Adams,1993,Andrews McMeel Publishing
044020447X,Final Flight,Stephen Coonts,1989,Dell
0743400828,Girl Talk,Julianna Baggott,2001,Atria
0679445315,Quite a Year for Plums,Bailey White,1998,Random House Inc
0440418518,A Single Shard,LINDA SUE PARK,2003,Yearling
0060193611,The Map That Changed the World: William Smith and the Birth of Modern Geology,Simon Winchester,2001,HarperCollins
0618074678,The Best American Travel Writing 2000,Bill Bryson,2000,Mariner Books
0375758992,Don't Let's Go to the Dogs Tonight : An African Childhood,ALEXANDRA FULLER,2003,Random House Trade Paperbacks
1551668866,Twilight Hunger,Maggie Shayne,2002,Mira Books
055356241X,Mars,Ben Bova,1993,Bantam Books
0316778508,The Dogs of Babel : A Novel,Carolyn Parkhurst,2004,Back Bay Books
0345453425,Cry No More,LINDA HOWARD,2004,Ballantine Books
1551669099,The Stone Forest,Karen Harper,2002,Mira
0679423907,"Cities of the Plain : A Novel (Border Trilogy, V. 3.)",Cormac McCarthy,1998,Alfred A. Knopf
0743205812,Fleeced : A Regan Reilly Mystery (Regan Reilly Mysteries (Hardcover)),Carol Higgins Clark,2001,Scribner
0316525405,"One Nation: America Remembers September 11, 2001",Life Magazine,2001,"Little, Brown"
0312976410,The Surgeon's Wife (St. Martin's True Crime Library),Kieran Crowley,2001,St. Martin's Paperbacks
0778320197,Home Before Dark,Susan Wiggs,2004,Mira
0446611689,Mother Road,Dorothy Garlock,2003,Warner Books
0440235804,Her Father's House,BELVA PLAIN,2003,Dell
1551668858,July Thunder,Rachel Lee,2002,Mira
084395048X,Lair of the Lion,Christine Feehan,2002,Leisure Books
0345304225,Spell for Chameleon Xanth,Piers Anthony,1981,Ballantine Books
044661209X,High on a Hill,Dorothy Garlock,2002,Warner Books
0446608122,The Edge of Town,Dorothy Garlock,2002,Warner Books
0446516317,The Witness,Sandra Brown,1995,Replica Books
0802139868,The Sexual Life of Catherine M.,Catherine Millet,2003,Grove Press
059043277X,Tangerine (Apple Signature Edition),Edward Bloor,1998,Scholastic
0451526805,The Merchant of Venice: With New and Updated Critical Essays and a Revised Bibliography (The Signet Classic Shakespeare),William Shakespeare,1998,Signet Book
0440931800,From the Mixed Up Files of Mrs. Basil E. Frankweiler (Laurel Leaf Books),E. L. Konigsburg,1973,Laure Leaf
0451627261,The Classic Slave Narratives,Henry Louis Gates,1987,Mentor Books
0553571850,Finding Laura,Kay Hooper,1998,Bantam Books
0679736727,A Cure for Dreams (Vintage Contemporaries),KAYE GIBBONS,1992,Vintage
0743211235,"The Prize Winner of Defiance, Ohio: How My Mother Raised 10 Kids on 25 Words or Less",Terry Ryan,2002,Simon & Schuster
0060163976,Family Pictures: A Novel,Sue Miller,1990,Harpercollins
0670857246,Zlata's Diary: A Childs Life in Sarajevo,Zalata Filipovic,1994,Penguin USA
0380724081,Men and the Girls,Joanna Trollope,1995,Perennial
0312420536,Fixer Chao : A Novel,Han Ong,2002,Picador
0380724979,Sanctuary (Peter Decker & Rina Lazarus Novels (Paperback)),Faye Kellerman,1995,Avon
0340767960,Dinner for Two,Mike Gayle,2002,Flame
0894716905,Five Minute Mysteries: 37 Challenging Cases of Murder and Mayhem for You to Solve,Ken Weber,1989,Running Press Book Publishers
0486272788,Hamlet (Dover Thrift Editions),William Shakespeare,1992,Dover Publications
0449909735,Dave Barry Is Not Making This Up,Dave Barry,1995,Ballantine Books
0670850535,The Liar's Club: A Memoir,Mary Karr,1995,Penguin USA
006019538X,LA Cucina: A Novel of Rapture,Lily Prior,2000,HarperCollins Publishers
1551664933,Plucking The Apple,Elizabeth Palmer,1999,Mira
0786886307,Stolen Lives : Twenty Years in a Desert Jail (Oprah's Book Club (Paperback)),Malika Oufkir,2002,Miramax
0399137203,Turtle Moon,Alice Hoffman,1992,Putnam Pub Group
0156528657,Living by the Word: Selected Writings 1973-1987,Alice Walker,1989,Harvest Books
0099744414,Reading In the Dark,Seamus Deane,0,Trafalgar Square
0440330076,Go Tell It on the Mountain,James Baldwin,1985,Laurel
0380700972,"I, Tina",Tina Turner,1987,Avon
0385260156,Black-Eyed Susans/Midnight Birds: Stories by and About Black Women,Mary Helen Washington,1990,Anchor
0446525243,The Drowning People,Richard Mason,1999,Warner Books Inc
038549422X,The Freedom Writers Diary : How a Teacher and 150 Teens Used Writing to Change Themselves and the World Around Them,Freedom Writers,1999,Main Street Books
0590481142,Cupid Doesn't Flip Hamburgers (Adventures of the Bailey School Kids (Paperback)),Debbie Dadey,1995,Little Apple
0679884645,"Arthur Tricks the Tooth Fairy (Step-Into-Reading, Step 3)",MARC BROWN,1998,Random House Books for Young Readers
0553274163,Slam Book Fever (SVH #48),Francine Pascal,1988,Sweet Valley
0380709120,Henry Huggins (50th Anniversary Edition),Beverly Cleary,1990,HarperTrophy
0394809378,The Foot Book (Bright and Early Books for Beginning Beginners),Dr. Seuss,1968,Random House Children's Books
0394900294,"Hop on Pop (Beginner Books, B-29)",Dr. Seuss,1963,Random House Books for Young Readers
0553575376,Excession,Iain Banks,1998,Spectra Books
0446363383,The Last Camel Died at Noon (Amelia Peabody Mysteries (Paperback)),Elizabeth Peters,1992,Warner Books
0380727668,Live from Death Row,Mumia Abu-Jamal,1996,Perennial
0385333927,Pagan Babies,Elmore Leonard,2000,Delacorte Press
0449219380,Murder at the National Gallery (Capital Crime Mysteries),Margaret Truman,1997,Fawcett Books
0553282085,A Little Class on Murder,Carolyn G. Hart,1989,Bantam Books
015100496X,My Century: A Novel,Gunter Grass,1999,Harcourt
0684802058,"Dead By Sunset : Perfect Husband, Perfect Killer?",Ann Rule,1995,Simon & Schuster
1885222556,Disneys Out and About With Pooh Volume 1,Disney Enterprises Inc,1996,"Advance Publishing, Inc"
0394800303,Dr. Seuss's A B C (I Can Read It All by Myself Beginner Books),DR SEUSS,1960,Random House Books for Young Readers
0394800915,Dr. Seuss' Sleep Book,Dr. Seuss,1962,Random House Children's Books
1570820872,Disney's the Lion King (Disney Classic Series),Don Ferguson,1994,Random House Childrens Pub
0743202562,Bad Girl Creek : A Novel,Jo-Ann Mapson,2001,Simon & Schuster
0385318375,Niagara Falls All Over Again,Elizabeth McCracken,2001,Dial Press
0380798395,Disturbing the Peace: A Novel,Nancy Newman,2002,Avon Trade
0688149898,Love Poems,Nikki Giovanni,1997,William Morrow
0425144062,Witches' Bane,Susan Wittig Albert,1994,Berkley Publishing Group
0394755111,Iron and Silk (Vintage Departures),Mark Salzman,1987,Vintage Books USA
0425188280,Indigo Dying,Susan Wittig Albert,2003,Berkley Publishing Group
0452282950,The 25th Hour,David Benioff,2002,Plume Books
0873523792,MLA Handbook for Writers of Research Papers,Joseph Gibaldi,1988,Modern Language Assn of Amer
0060254920,Where the Wild Things Are,Maurice Sendak,1988,HarperCollins
1573229075,"Black, White and Jewish: Autobiography of a Shifting Self",Rebecca Walker,2002,Riverhead Books
0446610127,Fearless Jones (Fearless Jones Novels (Paperback)),Walter Mosley,2002,Warner Vision
0425188140,Bloodroot,Susan Wittig Albert,2003,Berkley Publishing Group
0425159418,Rueful Death: A China Bayles Mystery,Susan Wittig Albert,1997,Berkley Publishing Group
038079005X,Death on the River Walk (Henrie O Mysteries (Paperback)),Carolyn Hart,2000,Avon
0425156710,Death at Daisy's Folly: A Victorian Mystery,Robin Paige,1997,Berkley Publishing Group
0452281148,Free Drinks for Ladies With Nuts: Delightfully Mangled English from Around the World,Jane O'Boyle,2000,Plume Books
0671042564,Blackbird : A Childhood Lost and Found,Jennifer Lauck,2001,Washington Square Press
0312974698,The Lighthouse Keeper,James Michael Pratt,2001,St. Martin's Paperbacks
0743418727,Perfect Match : A Novel,Jodi Picoult,2002,Atria
067172701X,Meridian,Alice Walker,1990,Pocket
0060927542,Mr. Ives' Christmas,Oscar Hijuelos,1996,Perennial
0451403657,Falling Stars (Topaz Historical Romances),Anita Mills,1993,Topaz
044021789X,Body and Soul,Frank Conroy,1996,Dell Publishing Company
0679418733,The Children of Men,P. D. James,1993,Random House Inc
0446360325,Naked Once More,Barbara Mertz,1990,Warner Books
0446602485,Night Train to Memphis,Elizabeth Peters,1995,Warner Books
0452269652,Jazz (Plume Contemporary Fiction),Toni Morrison,1993,Plume Books
0380712520,Don't Know Much About History: Everything You Need to Know About American History but Never Learned,Kenneth Davis,1999,Perennial
0451172310,A Cat by Any Other Name (Alice Nestleton Mysteries (Paperback)),Lydia Adamson,1994,Signet Book
0399134204,Joy Luck Club,Amy Tan,1989,Putnam Publishing Group
1573221465,A Gesture Life,Chang-Rae Lee,1999,Riverhead Books
0440216419,The 27-Ingredient Chili Con Carne Murders (Eugenia Potter Mysteries),Nancy Pickard,1997,Dell Publishing Company
0060929782,Black Boy (Perennial Classics),Richard A. Wright,1998,Perennial Classics
070434100X,Nervous Conditions (Bartholomew Tourist Route Map Series),Tsitsi Dangarembga,1988,"Women's Press, Ltd. (UK)"
0425171477,Chile Death: A China Bayles Mystery,Susan Wittig Albert,1999,Prime Crime
0312979487,The Man in the Brown Suit (St. Martin's Minotaur Mysteries),Agatha Christie,2001,St. Martin's Paperbacks
0553564668,What Falls Away: A Memoir,Mia Farrow,1998,Bantam Books
0679776508,Mona in the Promised Land : A Novel,GISH JEN,1997,Vintage
0679746692,Running in the Family (Vintage International),Michael Ondaatje,1993,Vintage Books USA
1583224912,Sent by Earth: A Message from the Grandmother Spirit After the Bombing of the World Trade Center and the Pentagon,Alice Walker,2001,Seven Stories Press
0375501525,By the Light of My Father's Smile,Alice Walker,1998,Random House Trade
0380721228,Tell Me No Secrets,Joy Fielding,1994,Avon
0307119416,Me Too! (A Golden Look-Look Book),MERCER MAYER,2001,Golden Books
0671034294,The Chimney Sweeper's Boy,Barbara Vine,1999,Pocket
0385334583,Giovanni's Room,James Baldwin,2000,Delta
0440428130,Freckle Juice,JUDY BLUME,1978,Yearling
0446674362,The Black Dahlia,James Ellroy,1998,Warner Books
0395510104,The Fit or Fat Woman,Covert Bailey,1989,Houghton Mifflin
0394829085,The Berenstain Bears' New Baby (Pictureback Series),Stan Berenstain,1974,Random House Children's Books
0696206366,The New Decorating Book (Better Homes and Gardens(R)),Denise L. Caringer,1997,Better Homes and Gardens Books
0316073016,Bad Boy Brawly Brown: An Easy Rawlins Mystery,Walter Mosley,2002,"Little, Brown"
0684863472,A Heartbreaking Work Of Staggering Genius : A Memoir Based on a True Story,Dave Eggers,2000,Simon & Schuster
030711886X,Merry Christmas Mom and Dad (A Golden Look-Look Book),Mercer Mayer,1999,Golden Books
0525946446,Pen Pals,Olivia Goldsmith,2002,Dutton Books
0880299185,Wuthering Heights,Emily Bronte,1992,Barnes & Noble
078686298X,The Big Picture,Douglas Kennedy,1997,Hyperion Books
0935906037,Something to Someone,Javan,1984,Javan Press
1892051060,Guinness World Records 2002,Guinness World Records,2001,Time-Life Books Inc
0385333099,Protecting the Gift: Keeping Children and Teenagers Safe (And Parents Sane),Gavin De Becker,1999,Dial Pr
0517706229,The Path to Love: Renewing the Power of Spirit in Your Life,Deepak Chopra,1997,Random House Inc
067942895X,The Complete Collected Poems of Maya Angelou,MAYA ANGELOU,1994,Random House
0385469683,Invisible Life: A Novel,E. Lynn Harris,1994,Anchor
0385486588,Abide With Me,E. Lynn Harris,2000,Anchor Books/Doubleday
0385469705,Just As I Am: A Novel,E. Lynn Harris,1995,Anchor
0060391839,In Contempt,Christopher A. Darden,1996,Harpercollins
0140144595,I Dreamed of Africa,Kuki Gallmann,1992,Penguin Books
067188428X,R L'S DREAM,Walter Mosley,1996,Washington Square Press
0140390030,"Uncle Tom's Cabin: Or, Life Among the Lowly (The Penguin American Library)",Harriet Beecher Stowe,1986,Penguin Books
1896860982,Falling Backwards,James Eke,2002,Ekstasis Editions
0064440028,Danny and the Dinosaur,Syd Hoff,1992,HarperTrophy
0060187476,Mistaken Identity,Lisa Scottoline,1999,Harpercollins
0590023101,Old Yeller,Frederick Gipson,1988,Scholastic Paperbacks (Mm)
0671899333,The Sweeter the Juice: A Family Memoir in Black and White,Shirlee Taylor Haizlip,1995,Free Press
0060195444,River Town: Two Years on the Yangtze,Peter Hessler,2001,HarperCollins Publishers
0515089958,The Majors (Brotherhood of War),W. E. B. Griffin,1991,Jove Books
0679732497,Pop. 1280 (Vintage Crime/Black Lizard),Jim Thompson,1990,Vintage Books USA
0688123228,Cinder Edna,Ellen Jackson,1994,HarperCollins
0449002411,The Presence,John Saul,1998,Ballantine Books
0140280103,Cordelia Underwood: Or the Marvelous Beginnings of the Moosepath League,Van Reid,1999,Penguin Books
0949206318,My Place,Sally Morgan,2000,Intl Specialized Book Service Inc
0380015676,Strong Poison,Dorothy L. Sayers,1985,Harper Mass Market Paperbacks (Mm)
0446364304,Temptation's Kiss,Sandra Brown,1998,Warner Books
0688161480,The Silicon Boys and Their Valley of Dreams,David A. Kaplan,1999,William Morrow & Company
344216107X,MÃ?ÃÂ¤nner sind anders. Frauen auch. MÃ?ÃÂ¤nner sind vom Mars. Frauen von der Venus.,John Gray,1998,Goldmann
0449214265,The Physician,Noah Gordon,1991,Fawcett Books
0553561669,Ishmael,Daniel Quinn,1993,Bantam Books
0940322684,The Haunted Looking Glass: Ghost Stories (New York Review Books Classics),Edward Gorey,2001,New York Review of Books
0394572300,A Year in Provence,Peter Mayle,1990,Alfred A. Knopf
055338015X,"Fifty Acres and a Poodle: A Story of Love, Livestock, and Finding Myself on a Farm",Jeanne Marie Laskas,2002,Bantam
0140283293,On the Road (Penguin Great Books of the 20th Century),Jack Kerouac,1999,Penguin Books
0671014161,High Tide,Jude Deveraux,1999,Atria
0764223313,The Betrayal (Abram's Daughters),Beverly Lewis,2003,Bethany House Publishers
0061031445,Flight Lessons,Patricia Gaffney,2003,HarperTorch
1551666022,"Dakota Home (Dakota Trilogy, Book 2)",Debbie Macomber,2000,Mira
0446516988,The Silken Web,Sandra Brown,1992,Warner Books Inc
0060508302,Angels Everywhere: A Season of Angels/Touched by Angels (Avon Romance),Debbie MacOmber,2002,Avon Books
0670031216,Esther's Gift: A Mitford Christmas Story (Christmas in Mitford Gift),Jan Karon,2004,Viking Books
0553109200,The Years of Rice and Salt,KIM STANLEY ROBINSON,2002,Bantam
0312890001,Wraeththu (Wraeththu),Storm Constantine,1993,Orb Books
0312857675,A Crown of Swords : Book Seven of 'The Wheel of Time' (Wheel of Time),Robert Jordan,1996,Tor Books
0451409450,Darkness Bound,Larry Brooks,2000,Onyx Books
0061044571,Mars and Venus Together Forever: A Practical Guide to Creating Lasting Intimacy,John Gray,1998,HarperCollins Publishers
067003116X,Report from Ground Zero: The Story of the Rescue Efforts at the World Trade Center,Dennis Smith,2002,Penguin Putnam
0312272243,J. K. Rowling: The Wizard Behind Harry Potter,Marc Shapiro,2000,St. Martin's Press
0609800981,Poemcrazy: Freeing Your Life With Words,Susan Goldsmith Wooldridge,1997,Three Rivers Press (CA)
0452282764,"Help Yourself: Finding Hope, Courage, and Happiness",David J. Pelzer,2001,Plume Books
0761518118,Starcraft Expansion Set: Brood War : Prima's Official Strategy Guide,BART FARKAS,1999,Prima Lifestyles
0515115843,Lord of Falcon Ridge (Art and Imagination),Catherine Coulter,2003,Jove Books
0060392584,The Long Hard Road Out of Hell,Marilyn Manson,1998,ReganBooks
0751516643,Psychoville,Christopher Fowler,0,Little Brown Uk
0671684264,COLD HARBOUR,Jack Higgins,1990,Pocket
0553275283,Love Story,Erich Segal,1988,Bantam Books
0553212974,King Lear (Bantam Classics),William Shakespeare,1988,Bantam
0517187213,Sonnets from the Portuguese,ELIZABETH BARRETT BROWNING,1997,Gramercy
055325748X,Zen and the art of Motorcycle Maintenance,Robert Pirsig,1984,Bantam Books
0452265010,Love Letters and Two Other Plays: The Golden Age and What I Did Last Summer (Plume Drama),A. R. Gurney,1990,Plume Books
0671897071,Girl : A Novel,Blake Nelson,1994,Touchstone
0446602914,The Advocate's Devil,Alan M. Dershowitz,1995,Warner Books
0345409574,Gods and Generals,Jeff Shaara,1997,Ballantine Books
0440181275,A Stranger Is Watching,Mary Higgins Clark,1990,Dell Publishing Company
0380007789,The Wolf and the Dove,Kathleen E. Woodiwiss,1974,Avon
0684831171,SCREWTAPE LETTERS,C.S. Lewis,1996,Scribner
0826304362,Way to Rainy Mountain,N. Scott Momaday,1977,University of New Mexico Press
1564762440,Letters From a Skeptic : A Son Wrestles with His Father's Questions about Christianity,Gregory A. Boyd,2004,Cook Communications
0385319673,Red Dragon,Thomas Harris,1998,Delta Trade Paperbacks
0873529758,MLA Handbook for Writers of Research Papers (5th ed),Joseph Gibaldi,1999,Modern Language Association
0836267451,"Journey To Cubeville-Dilbert Collection #12 (Adams, Scott, Dilbert Book.)",Scott Adams,1998,Andrews McMeel Publishing
0452273307,Firestarter,Stephen King,1994,Penguin USA
0590568779,"Night of the Living Dummy III (Goosebumps, No 40)",R. L. Stine,1996,Scholastic
0590568787,"Bad Hare Day (Goosebumps, No 41)",R. L. Stine,1996,Scholastic
0590847678,"Diary of a Mad Mummy (Give Yourself Goosebumps, No 10)",R. L. Stine,1996,Scholastic
0590568833,"How to Kill a Monster (Goosebumps, No 46)",R. L. Stine,1996,Scholastic
0590568809,"The Beast from the East (Goosebumps, No 43)",R. L. Stine,1996,Scholastic
1400031184,Adam and Eve and Pinch Me: A Novel (Vintage Crime/Black Lizard),Ruth Rendell,2003,Vintage Books USA
0060933267,The Ethics of Star Trek,Judith Barad,2001,Perennial
0898702682,Joan of Arc,Mark Twain,1989,Ignatius Press
074347712X,Hamlet (Folger Shakespeare Library),William Shakespeare,2003,Washington Square Press
0099429284,The Godfather,Mario Puzo,2001,Arrow
1853261041,Secret Garden (Wordsworth Collection),Frances Hodgson Burnett,1998,NTC/Contemporary Publishing Company
0425139808,White Horses,Alice Hoffman,1993,Berkley Publishing Group
0440218802,Bravo Two Zero,Andy McNab,1994,Island
0140324623,Anne of Green Gables,L.M. Montgomery,1992,Penguin USA
0440217490,A Dangerous Fortune,Ken Follett,1994,Island
0140173048,Cock and Bull,Will Self,0,Penguin Putnam~trade
0749399570,The Joy Luck Club,Amy Tan,1991,Vintage
0330345605,Last Orders,Graham Swift,0,Picador
0316926108,Scoop,Evelyn Waugh,1999,Back Bay Books
0445043024,Midnight Express,Billy Hayes,0,Warner Books> C/o Little Br
0679736875,Talking It over,Julian Barnes,1992,Vintage Books USA
0140147470,Hotel Du Lac,Anita Brookner,0,Penguin Putnam~trade
0679777504,Oscar and Lucinda,Peter Carey,1997,Vintage Books USA
0140157654,Before Night Falls,Reinaldo Arenas,1994,Penguin Books
0330299301,Staring At the Sun,Julian Barnes,0,Pan Books Ltd
0743466519,Postcards From the Edge,Carrie Fisher,2003,Pocket
0747542333,Model Behaviour,Jay Mcinerney,0,Bloomsbury
0743421566,Shanghai Baby,Wei Hui,2001,Atria
0345327462,An Unkindness of Ravens,Ruth Rendell,1993,Fawcett Books
033026012X,The Throwback,Tom Sharpe,1997,Pan Publishing
0670883573,The Travelling Hornplayer,Barbara Trapido,1998,Penguin USA
0380472821,Birdy M/TV,William Wharton,1985,Avon Books
0670879371,The chimney sweeper's boy,Barbara Vine,1998,Viking
0393315819,Ecstasy : Three Tales of Chemical Romance,Irvine Welsh,1996,W. W. Norton & Company
0330326856,The Llama Parlour,Kathy Lette,1995,Macmillan Pub Ltd
0679751203,Vamps and Tramps: New Essays,Camille Paglia,1994,Vintage Books USA
0671816381,WAR REMEMBRANCE,Herman Wouk,1980,Pocket
2253010073,Therese Raquin,Emile Zola,0,LP
0140008217,Brideshead Revisited,Evelyn Waugh,0,Penguin Putnam~mass
0140622179,The Dubliners (Penguin Popular Classics),James Joyce,1996,Penguin Books Ltd
0140028420,Millstone,Margaret Drabble,0,Penguin Putnam~mass
0805062734,Fludd,Hilary Mantel,2000,Owl Books (NY)
1569470545,The Hippopotamus,Stephen Fry,1996,Soho Press
0571194737,Birthday Letters,Ted Hughes,0,Faber Faber
0330336630,The Scold's Bridle,Minette Walters,1995,Macmillan Pub Ltd
0425105709,"One, Two, Buckle My Shoe",Agatha Christie,2004,Berkley Publishing Group
0767910109,The Fabulous Girl's Guide to Decorum,KIM IZZO,2001,Broadway
0452284902,Weekend in Paris,Robyn Sisman,2004,Plume Books
0684804441,SNOWS OF KILIMANJARO,Ernest Hemingway,1995,Scribner
0006548830,Information,Martin Amis,0,Flamingo
0684804522,GARDEN OF EDEN,Ernest Hemingway,1995,Scribner
067960085X,Breakfast at Tiffany's: A Short Novel and Three Stories (Modern Library (Hardcover)),Truman Capote,1994,Modern Library
0747518297,Piano,Jane Campion,0,Bloomsbury Books
0140187502,Sweet Thursday (Twentieth-Century Classics),John Steinbeck,1995,Penguin Books
0811201880,Nausea (New Directions Paperbook),Jean-Paul Sartre,1969,New Directions Publishing Corporation
0679738959,The Age of Reason (Les Chemins De La Liberte),Jean Paul Sartre,1992,Vintage Books USA
014024669X,Of Love and Other Demons,Gabriel Garcia Marquez,1996,Penguin Books Ltd
0679410139,Brando: Songs My Mother Taught Me,MARLON BRANDO,1994,Modern Library
0316769533,The Catcher in the Rye,J.D. Salinger,1951,"Little, Brown"
0375757899,A Journal of the Plague Year (Modern Library Classics),DANIEL DEFOE,2001,Modern Library
0140159401,Listening to Prozac,Peter D. Kramer,1994,Penguin Books
0140014853,Women in Love,D.H. Lawrence,1969,Penguin Books Ltd
0140006680,Sons and Lovers,D.H. Lawrence,1969,Penguin Books Ltd
0140440356,The Devils : The Possessed,Fyodor Dostoyevsky,1954,Penguin Books
0486415872,Crime and Punishment (Dover Thrift Editions),Fyodor Dostoyevsky,2001,Dover Publications
0140077154,Money,Martin Amis,1986,Penguin Books Ltd
0140083758,Out of the Shelter,David Lodge,1986,Penguin Putnam~mass
0743422910,The Constant Gardener,John le Carre,2001,Pocket
0345365208,Spy Hook,Len Deighton,1992,Ballantine Books
0515121207,Proof,Dick Francis,1997,Jove Books
0425098532,Sad Cypress (Hercule Poirot Mysteries (Paperback)),Agatha Christie,2004,Berkley Publishing Group
074341232X,Jinxed,Carol Higgins Clark,2003,Pocket Star
0312961243,Under Gemini,Rosamunde Pilcher,1996,St. Martin's Press
078688861X,Men and Other Mammals,Jim Keeble,2003,Hyperion
0399145060,The Edge,Catherine Coulter,1999,Putnam Pub Group
0060173076,"How Could You Do That: The Abdication of Character, Courage, and Conscience",Laura Schlessinger,1996,Harpercollins
0425166627,Singing in the Comeback Choir,Bebe Moore Campbell,1999,Berkley Publishing Group
0062505017,"Two-Part Invention: The Story of a Marriage (The Crosswicks Journal, Book 4)",Madeleine L'Engle,1989,HarperSanFrancisco
0451115031,The Midwife,Gay Courter,1982,Signet Book
0449901572,Loving Each Other: The Challenge of Human Relationships,Leo F. Buscaglia,1990,Ballantine Books
0804119724,Into the Night,Suzanne Brockmann,2002,Ballantine Books
0345340892,Wishcraft : How to Get What You Really Want,Barbara Sher,1986,Ballantine Books
0394574753,"The Crossing (Border Trilogy, Vol 2)",Cormac McCarthy,1994,Alfred A. Knopf
0767904559,On Rue Tatin: Living and Cooking in a French Town,Susan Herrmann Loomis,2002,Broadway Books
0743249291,Wideacre : A Novel,Philippa Gregory,2003,Touchstone
0312976909,Got Your Number,Stephanie Bond,2001,St. Martin's Paperbacks
0425178188,Playing Botticelli,Liza Nelson,2001,Berkley Publishing Group
0671798316,"Guises of the Mind (Star Trek The Next Generation, No 27)",Rebecca Neason,1993,Star Trek
0451455509,Dark Love,Nancy A. Collins,1996,Roc
0451197542,"Play It Again, Spam: A Pennsylvania-Dutch Mystery With Recipes (Penn Dutch Murder Mysteries, 7)",Tamar Myers,1999,Signet Book
0553581309,Biting the Sun,Tanith Lee,1999,Spectra Books
0375727191,The Laramie Project (Vintage Originals),Moises Kaufman,2001,Vintage Books USA
0425180883,Iron Chef: The Official Book,Kaoru Hoketsu,2001,Berkley Publishing Group
0743423801,Wild Cards (Volume 1),George Martin,2001,I Books
0671625829,Dirk Gently's Holistic Detective Agency,Douglas Adams,1987,Simon & Schuster
0375705244,Founding Brothers: The Revolutionary Generation,JOSEPH J. ELLIS,2002,Vintage
0307021491,Alice in Wonderland,Jane Werner,1920,Golden Books
0394865707,The Berenstain Bears and Too Much TV (First Time Books),STAN BERENSTAIN,1984,Random House Books for Young Readers
0140148590,The General in His Labyrinth (Penguin Great Books of the 20th Century),Garcia Marques,1991,Penguin Books
0894866370,The Language of Letting Go (Hazelden Meditation Series),Melody Beattie,1996,Hazelden Publishing & Educational Services
0316058432,Mr. Popper's Penguins,Richard Atwater,1992,"Little, Brown"
0679883568,Seuss-Isms (Random Reflections),DR SEUSS,1997,Random House Books for Young Readers
0375700269,Evening,SUSAN MINOT,1999,Vintage
0380722925,There's a Boy in Here,Judy Barron,1994,Harper Mass Market Paperbacks (Mm)
0394871804,"The Berenstain Bears on the Moon (Bright & Early Book, Be 27)",Stan Berenstain,1985,Random House Children's Books
0307119750,I Just Forgot (A Little Critter Book),MERCER MAYER,1999,Golden Books
0064440214,Frog and Toad Together (I Can Read Book 2),Arnold Lobel,1979,HarperTrophy
044922290X,"First, Do No Harm",Lisa Belkin,1994,Fawcett Books
0060973684,Awakenings,Oliver W. Sacks,1990,Harpercollins
0439149770,Every Cloud Has a Silver Lining (Amazing Days of Abby Hayes),Anne Mazer,2000,Scholastic
0380709597,Ramona the Brave (Avon Camelot Books (Paperback)),Beverly Cleary,1995,HarperTrophy
0684810204,The WHOLE SHEBANG : A STATE OF THE UNIVERSE S REPORT,Timothy Ferris,1997,Simon & Schuster
097188191X,"Path of Glory (Boundary's Fall, 1)",Bret Mathew Funk,2002,Tyrannosaurus Press
0886777941,Beneath the Vaulted Hills : The River into Darkness,Sean Russell,1998,Daw Books
0805064958,A Good House,Bonnie Burnard,2000,Henry Holt & Company
0385499833,The Solace of Leaving Early : A Novel,HAVEN KIMMEL,2002,Doubleday
2070415732,Fahrenheit 451 (Collection Folio),Ray Bradbury,2002,Distribooks Inc
0061052507,"Feet of Clay: A Novel of Discworld (Pratchett, Terry. Discworld Series.)",Terry Pratchett,1996,HarperPrism
055314717X,"Colorado (Ross, Dana Fuller. Wagons West, V. 7.)",Dana Fuller Ross,1981,Bantam Books (Mm)
0553142607,California,Dana Fuller Ross,1981,Simon & Schuster
0446315001,Lillies of the Field,William E Barrett,1988,Warner Books
0451523903,Call of the Wild and Selected Stories,Jack London,1993,Signet Classics
0679753338,Nobody's Fool (Vintage Contemporaries),Richard Russo,1994,Vintage Books USA
0385314337,The Giant's House: A Romance,Elizabeth McCracken,1996,Bantam Dell Pub Group
0375703632,The Love of a Good Woman : Stories,Alice Munro,1999,Vintage Books USA
3423000015,Irisches Tagebuch,Heinrich BÃÂ¶ll,1972,Deutscher Taschenbuch Verlag
0446530980,The Zero Game,Brad Meltzer,2004,Warner Books
0679428895,Pompeii: A Novel,ROBERT HARRIS,2003,Random House
0441010156,Red Thunder,John Varley,2003,Ace Books
